Customer_ID,Age,Gender,Account_Age_Months,Contract_Type,Internet_Service,Phone_Service,Streaming_Service,Monthly_Charges,Total_Charges,Monthly_Usage_GB,Number_of_Sessions,Support_Calls,Complaints,Payment_Method,Payment_Delay_Rate,Usage_Change_Percentage,Churn
CUST-11169,71,Female,10,One year,None,Yes,No,34.62,325.6,38.19,18,0,0,Bank transfer,0.0214,11.02,No
CUST-11170,54,Male,39,Month-to-month,Cable,Yes,Yes,51.9,1748.89,64.28,18,3,1,Credit card,0.3841,10.73,No
CUST-11171,54,Female,59,One year,Fiber optic,Yes,No,75.07,4311.69,38.84,18,1,0,Electronic check,0.1368,-3.15,No
CUST-11172,40,Male,65,One year,DSL,Yes,No,51.55,3246.36,73.29,22,1,1,Electronic check,0.2158,-16.04,No
CUST-11173,28,Male,68,Two year,Fiber optic,No,No,68.01,4777.53,101.31,20,0,0,Electronic check,0.0997,-7.49,No
CUST-11174,18,Female,16,One year,None,Yes,No,32.91,729.89,73.0,21,0,1,Credit card,0.174,28.34,No
CUST-11175,37,Female,13,Month-to-month,Cable,No,Yes,49.08,666.74,44.6,14,1,0,Bank transfer,0.1605,-0.85,No
CUST-11176,36,Male,42,Month-to-month,Cable,Yes,No,59.17,2428.97,88.9,20,5,2,Bank transfer,0.0836,21.21,No
CUST-11177,29,Female,34,One year,Cable,Yes,Yes,59.08,1700.23,50.33,14,3,1,Mailed check,0.0349,8.5,No
CUST-11178,33,Male,17,Two year,Fiber optic,Yes,No,74.22,1165.64,76.36,12,2,1,Mailed check,0.621,1.64,No
CUST-11179,19,Male,8,One year,None,Yes,No,40.82,107.62,46.37,26,3,1,Electronic check,0.1566,-8.83,Yes
CUST-11180,53,Female,11,Month-to-month,None,Yes,No,51.2,483.25,33.12,19,3,0,Bank transfer,0.0061,-6.44,No
CUST-11181,71,Male,25,Month-to-month,Cable,Yes,Yes,77.07,1888.34,46.77,10,4,0,Credit card,0.126,0.42,Yes
CUST-11182,58,Male,54,One year,DSL,Yes,No,52.15,2841.62,5.0,25,1,1,Credit card,0.57,0.0,No
CUST-11183,43,Male,5,Two year,Fiber optic,Yes,Yes,77.45,364.42,38.99,17,0,0,Mailed check,0.1002,8.56,No
CUST-11184,42,Male,8,Month-to-month,Fiber optic,Yes,Yes,85.42,628.53,116.39,21,3,0,Credit card,0.0598,-6.14,No
CUST-11185,35,Male,20,Month-to-month,Fiber optic,Yes,Yes,81.37,1567.18,5.0,16,0,0,Credit card,0.0541,-5.7,No
CUST-11186,26,Male,63,Two year,DSL,Yes,No,46.95,2941.06,27.3,13,3,0,Electronic check,0.1946,12.47,No
CUST-11187,52,Female,72,Month-to-month,Cable,Yes,Yes,52.79,3931.51,106.8,24,1,2,Bank transfer,0.259,24.78,No
CUST-11188,50,Female,32,Month-to-month,None,Yes,Yes,61.33,2044.4,41.97,16,3,1,Bank transfer,0.0293,3.03,No
CUST-11189,18,Male,4,Month-to-month,Fiber optic,Yes,No,77.72,231.19,55.32,11,3,0,Credit card,0.0933,7.32,No
CUST-11190,42,Male,1,Month-to-month,Fiber optic,No,Yes,75.75,75.75,64.63,24,4,1,Bank transfer,0.2545,0.24,No
CUST-11191,34,Female,62,Month-to-month,Fiber optic,Yes,No,70.66,4616.2,25.44,12,1,0,Bank transfer,0.0822,1.23,No
CUST-11192,27,Male,33,One year,None,Yes,No,49.54,1562.77,90.05,21,1,0,Bank transfer,0.1113,-0.54,No
CUST-11193,58,Female,6,One year,Cable,Yes,Yes,73.46,518.99,62.11,22,3,0,Mailed check,0.3391,-2.2,No
CUST-11194,48,Female,61,One year,DSL,Yes,No,40.49,2588.26,49.76,17,1,1,Electronic check,0.2344,8.66,No
CUST-11195,54,Male,39,One year,DSL,Yes,Yes,57.44,2243.28,87.66,30,2,0,Credit card,0.0962,9.4,No
CUST-11196,59,Male,26,Month-to-month,DSL,Yes,No,55.53,1365.94,33.06,15,2,0,Bank transfer,0.1857,-0.93,No
CUST-11197,74,Male,33,Month-to-month,Fiber optic,Yes,Yes,87.68,2668.68,65.92,16,1,0,Bank transfer,0.1683,-4.89,No
CUST-11198,64,Male,17,Month-to-month,Fiber optic,Yes,No,68.18,1231.82,40.64,16,1,0,Bank transfer,0.2483,-3.73,No
CUST-11199,53,Male,68,Month-to-month,Fiber optic,Yes,No,80.93,5530.51,34.87,9,3,0,Bank transfer,0.1137,9.82,Yes
CUST-11200,68,Female,57,One year,Fiber optic,Yes,No,60.92,3385.59,113.06,21,4,0,Credit card,0.1579,-7.63,No
CUST-11201,45,Male,15,Month-to-month,DSL,Yes,Yes,57.42,926.54,68.02,12,1,0,Electronic check,0.2579,-10.2,No
CUST-11202,75,Female,53,One year,Fiber optic,Yes,No,68.71,3658.65,87.74,13,1,0,Mailed check,0.1222,5.39,No
CUST-11203,62,Female,13,Month-to-month,Cable,Yes,Yes,73.88,867.79,52.52,22,2,0,Credit card,0.0823,1.2,No
CUST-11204,55,Male,33,Month-to-month,DSL,No,No,51.35,1523.52,40.3,26,1,2,Bank transfer,0.0289,0.33,No
CUST-11205,70,Male,54,Month-to-month,DSL,Yes,Yes,68.18,3630.4,5.0,15,3,2,Electronic check,0.2348,0.0,No
CUST-11206,47,Male,3,Month-to-month,None,Yes,Yes,35.49,278.27,57.39,19,4,2,Electronic check,0.1409,1.38,Yes
CUST-11207,59,Female,53,One year,Fiber optic,Yes,No,71.23,3856.28,25.2,19,3,0,Electronic check,0.228,-5.86,No
CUST-11208,34,Male,17,Two year,DSL,Yes,Yes,48.49,870.65,67.27,27,1,1,Electronic check,0.3175,4.05,No
CUST-11209,73,Female,51,Month-to-month,Fiber optic,Yes,No,70.49,3646.56,33.98,20,2,0,Electronic check,0.1045,-5.83,Yes
CUST-11210,54,Female,36,One year,Cable,Yes,No,69.89,2414.24,76.23,19,0,0,Mailed check,0.0555,12.62,No
CUST-11211,63,Female,2,One year,DSL,Yes,Yes,73.4,89.19,114.4,11,2,0,Credit card,0.0892,2.27,No
CUST-11212,44,Other,55,Month-to-month,Fiber optic,Yes,No,73.59,4055.09,132.82,28,2,0,Credit card,0.4742,-10.34,Yes
CUST-11213,68,Female,19,Month-to-month,Fiber optic,Yes,Yes,81.26,1536.73,72.69,16,3,0,Bank transfer,0.0675,3.87,Yes
CUST-11214,22,Female,69,Month-to-month,Cable,Yes,No,57.02,3807.01,64.73,22,1,1,Credit card,0.1069,-7.54,No
CUST-11215,24,Female,61,Month-to-month,Cable,Yes,Yes,67.08,3957.89,48.18,22,1,2,Mailed check,0.3067,14.33,Yes
CUST-11216,47,Female,14,Two year,Cable,Yes,Yes,77.41,1074.05,46.24,18,1,1,Electronic check,0.1232,0.81,Yes
CUST-11217,60,Female,44,Month-to-month,DSL,Yes,No,44.16,1883.88,42.95,14,2,0,Credit card,0.0709,9.56,No
CUST-11218,64,Female,27,Month-to-month,DSL,Yes,No,48.33,1271.62,100.58,16,4,0,Mailed check,0.0646,-5.42,No
CUST-11219,43,Male,44,One year,DSL,Yes,No,50.32,2190.62,55.59,15,0,0,Mailed check,0.0385,-0.32,No
CUST-11220,55,Female,41,Month-to-month,Fiber optic,Yes,No,65.22,2842.09,116.85,13,0,1,Bank transfer,0.1,6.98,No
CUST-11221,50,Female,22,One year,DSL,Yes,Yes,62.7,1325.04,42.71,18,4,0,Credit card,0.323,0.11,No
CUST-11222,73,Female,47,Month-to-month,DSL,Yes,Yes,70.01,3348.78,61.62,17,2,3,Bank transfer,0.1561,-8.7,Yes
CUST-11223,55,Male,19,Month-to-month,Cable,No,Yes,63.56,1080.68,34.56,14,1,0,Electronic check,0.0832,10.62,No
CUST-11224,42,Female,66,Month-to-month,DSL,Yes,No,45.22,3150.44,77.77,21,3,0,Electronic check,0.092,5.39,No
CUST-11225,74,Female,69,Month-to-month,DSL,Yes,Yes,53.86,3927.18,60.13,18,1,0,Bank transfer,0.0562,-10.9,No
CUST-11226,24,Female,12,Month-to-month,None,Yes,No,27.19,279.34,64.2,15,0,1,Electronic check,0.065,-2.35,No
CUST-11227,75,Male,53,One year,Cable,Yes,Yes,66.3,3363.28,57.56,16,0,1,Electronic check,0.0694,-7.84,No
CUST-11228,26,Female,67,One year,Fiber optic,Yes,Yes,73.23,4698.79,78.36,19,0,0,Electronic check,0.1737,-3.83,No
CUST-11229,34,Female,10,One year,None,Yes,No,37.75,399.5,81.09,18,1,0,Credit card,0.3898,-3.42,No
CUST-11230,65,Female,54,Month-to-month,Fiber optic,Yes,Yes,74.13,3967.1,84.95,18,2,0,Mailed check,0.0835,-0.85,No
CUST-11231,60,Female,68,Two year,Cable,Yes,Yes,57.18,4056.84,42.42,15,3,1,Mailed check,0.3169,-15.03,No
CUST-11232,74,Female,17,Month-to-month,Fiber optic,Yes,No,56.45,995.15,72.7,19,2,2,Bank transfer,0.0682,-2.99,Yes
CUST-11233,61,Female,42,Two year,DSL,Yes,No,54.4,2203.24,53.06,20,2,0,Mailed check,0.1739,13.56,No
CUST-11234,54,Male,58,One year,None,Yes,Yes,35.27,2155.27,96.89,20,1,1,Bank transfer,0.1639,22.69,No
CUST-11235,38,Female,25,One year,Fiber optic,Yes,Yes,82.48,1811.09,70.94,20,1,0,Bank transfer,0.0274,-11.69,No
CUST-11236,18,Male,18,Month-to-month,Cable,Yes,Yes,62.44,1120.75,72.21,17,3,0,Bank transfer,0.2027,14.94,No
CUST-11237,25,Female,29,One year,DSL,Yes,No,51.83,1512.99,58.36,25,4,2,Electronic check,0.4412,28.83,No
CUST-11238,35,Female,25,One year,Fiber optic,Yes,Yes,78.66,2026.03,45.48,22,2,1,Credit card,0.0209,-0.35,No
CUST-11239,20,Male,53,Month-to-month,None,No,No,29.04,1474.17,66.76,17,0,0,Bank transfer,0.0878,8.13,No
CUST-11240,47,Male,27,One year,DSL,Yes,Yes,65.68,1755.37,94.4,22,5,0,Mailed check,0.1328,14.18,No
CUST-11241,63,Male,28,Month-to-month,Cable,Yes,No,53.04,1422.87,46.53,21,2,0,Electronic check,0.0661,-3.23,No
CUST-11242,73,Female,69,Month-to-month,Cable,Yes,No,68.41,4781.32,96.67,15,1,1,Electronic check,0.0873,13.41,No
CUST-11243,46,Female,42,One year,Fiber optic,Yes,No,75.34,3253.85,78.66,17,0,0,Bank transfer,0.1669,-0.29,No
CUST-11244,68,Male,67,Two year,Fiber optic,Yes,No,67.63,4430.2,16.27,21,1,1,Electronic check,0.1475,13.49,No
CUST-11245,75,Female,52,Month-to-month,Fiber optic,Yes,Yes,77.37,4110.06,43.03,20,1,0,Mailed check,0.2077,20.2,No
CUST-11246,67,Male,64,Month-to-month,DSL,No,Yes,51.79,3170.84,119.92,22,3,0,Bank transfer,0.0887,17.1,No
CUST-11247,44,Female,15,Month-to-month,Fiber optic,Yes,No,67.0,974.89,62.09,12,6,0,Bank transfer,0.3723,-1.76,Yes
CUST-11248,36,Male,68,Month-to-month,DSL,Yes,Yes,46.81,3290.11,43.3,22,4,0,Credit card,0.0972,9.18,No
CUST-11249,74,Male,68,Month-to-month,Cable,Yes,Yes,60.12,4032.27,44.07,27,2,1,Bank transfer,0.2409,-3.62,No
CUST-11250,32,Male,3,Month-to-month,Fiber optic,Yes,Yes,72.1,158.24,61.73,16,2,0,Electronic check,0.1651,-11.68,Yes
CUST-11251,41,Female,26,One year,Cable,Yes,Yes,65.6,1728.9,87.04,18,2,0,Bank transfer,0.1615,-0.65,No
CUST-11252,22,Male,30,Month-to-month,DSL,Yes,Yes,50.46,1148.13,56.9,20,3,1,Electronic check,0.3548,11.81,No
CUST-11253,64,Female,31,Month-to-month,Fiber optic,Yes,No,75.79,2264.93,46.39,14,1,2,Credit card,0.0626,-1.26,No
CUST-11254,55,Male,57,Month-to-month,Fiber optic,Yes,No,70.89,3993.63,10.63,26,1,0,Credit card,0.1947,19.47,No
CUST-11255,22,Male,51,Month-to-month,Fiber optic,Yes,Yes,76.08,3852.98,43.16,15,1,0,Electronic check,0.1197,2.93,No
CUST-11256,30,Male,16,Month-to-month,DSL,Yes,No,44.25,733.2,48.24,23,1,0,Credit card,0.0578,-10.84,No
CUST-11257,50,Male,44,Month-to-month,Fiber optic,No,Yes,71.12,3124.32,72.71,17,5,0,Credit card,0.2564,-1.29,No
CUST-11258,49,Female,71,Month-to-month,Cable,Yes,No,64.56,4729.96,74.73,16,0,1,Bank transfer,0.0726,-5.68,No
CUST-11259,64,Male,32,Month-to-month,Cable,Yes,No,44.81,1643.82,99.53,17,3,1,Bank transfer,0.0785,17.81,No
CUST-11260,33,Other,67,One year,Fiber optic,Yes,Yes,68.47,4574.93,36.43,18,3,1,Bank transfer,0.0537,8.06,Yes
CUST-11261,71,Male,47,Two year,Cable,Yes,No,50.76,2306.64,68.2,23,3,2,Bank transfer,0.1881,1.26,No
CUST-11262,43,Male,67,Month-to-month,None,Yes,Yes,35.79,2547.7,68.85,17,2,0,Bank transfer,0.1489,10.94,No
CUST-11263,65,Male,66,Month-to-month,Fiber optic,Yes,Yes,68.83,4511.76,41.0,21,2,2,Electronic check,0.1289,-7.27,No
CUST-11264,31,Male,2,Month-to-month,None,Yes,Yes,45.04,45.04,86.91,19,2,0,Bank transfer,0.0844,-11.63,Yes
CUST-11265,20,Female,58,Month-to-month,Fiber optic,Yes,No,69.71,4140.08,105.9,17,2,1,Credit card,0.0069,-13.07,No
CUST-11266,21,Female,14,One year,Cable,Yes,No,55.33,776.6,65.57,17,1,0,Bank transfer,0.0643,-19.94,No
CUST-11267,39,Male,60,One year,Fiber optic,Yes,No,71.38,4384.63,53.54,16,3,1,Mailed check,0.027,-10.73,Yes
CUST-11268,73,Female,59,Month-to-month,Cable,No,No,49.42,2830.64,100.85,16,1,0,Electronic check,0.2015,8.78,No
CUST-11269,20,Female,19,Month-to-month,Cable,Yes,Yes,61.66,1137.73,75.48,16,3,0,Bank transfer,0.1865,10.76,No
CUST-11270,39,Female,5,Month-to-month,None,Yes,No,32.95,266.01,35.84,20,4,1,Bank transfer,0.4458,-8.42,Yes
CUST-11271,24,Female,31,Month-to-month,None,No,Yes,38.49,927.8,60.35,11,3,0,Bank transfer,0.0795,-22.11,No
CUST-11272,72,Female,22,Two year,Fiber optic,Yes,Yes,70.47,1494.14,56.31,22,1,1,Mailed check,0.0263,-2.86,No
CUST-11273,57,Female,40,Month-to-month,Cable,Yes,No,60.05,2523.43,44.7,16,1,0,Electronic check,0.3189,8.0,No
CUST-11274,62,Female,6,Month-to-month,Fiber optic,Yes,No,47.5,254.94,45.82,26,2,1,Bank transfer,0.2256,12.0,Yes
CUST-11275,59,Female,4,Month-to-month,Fiber optic,Yes,No,69.76,407.67,48.93,14,0,0,Bank transfer,0.0809,4.92,Yes
CUST-11276,56,Female,32,Month-to-month,Fiber optic,Yes,No,72.21,2222.05,84.46,23,0,0,Bank transfer,0.2972,-10.08,No
CUST-11277,62,Male,56,Month-to-month,None,Yes,Yes,38.22,2169.89,57.94,19,1,0,Credit card,0.0824,10.74,No
CUST-11278,18,Female,23,Month-to-month,Cable,Yes,No,65.44,1469.71,67.06,12,1,1,Credit card,0.0769,6.73,No
CUST-11279,68,Female,24,Month-to-month,Fiber optic,Yes,Yes,87.0,1891.75,88.22,10,3,0,Electronic check,0.0821,10.88,No
CUST-11280,60,Male,12,Month-to-month,None,Yes,No,37.46,409.62,57.83,15,1,2,Credit card,0.1295,-8.69,No
CUST-11281,60,Female,21,One year,Cable,Yes,Yes,78.33,1589.4,36.14,24,2,2,Credit card,0.1301,8.16,Yes
CUST-11282,40,Female,22,Month-to-month,Fiber optic,No,No,56.39,1163.34,87.66,21,2,0,Bank transfer,0.1864,12.42,No
CUST-11283,64,Male,19,Month-to-month,DSL,Yes,No,56.16,961.45,55.87,20,2,0,Electronic check,0.3132,-14.21,Yes
CUST-11284,40,Female,25,Two year,Cable,Yes,Yes,76.88,2090.3,107.76,13,1,0,Mailed check,0.3171,-5.39,No
CUST-11285,20,Female,21,Month-to-month,Cable,Yes,Yes,59.01,1157.4,89.21,20,4,1,Credit card,0.5625,-16.25,No
CUST-11286,70,Female,50,Two year,DSL,Yes,Yes,59.54,3016.17,77.7,19,2,0,Electronic check,0.157,-7.75,No
CUST-11287,31,Male,25,Two year,DSL,Yes,Yes,48.65,1201.16,70.43,12,1,0,Electronic check,0.0488,0.76,No
CUST-11288,23,Male,55,Month-to-month,Fiber optic,Yes,No,75.85,4271.26,91.94,14,2,1,Credit card,0.3215,-15.37,No
CUST-11289,54,Female,44,Month-to-month,DSL,Yes,Yes,70.67,3317.34,70.98,18,4,2,Mailed check,0.0316,15.35,No
CUST-11290,31,Male,47,Two year,Fiber optic,Yes,Yes,75.17,3718.6,12.88,15,5,0,Bank transfer,0.0759,15.52,No
CUST-11291,67,Male,43,Month-to-month,Fiber optic,Yes,Yes,78.76,3323.15,62.56,20,1,1,Mailed check,0.0629,0.44,No
CUST-11292,43,Male,67,Month-to-month,Fiber optic,Yes,Yes,75.42,5120.41,78.72,20,2,1,Bank transfer,0.1174,-5.88,No
CUST-11293,18,Male,19,Month-to-month,DSL,Yes,Yes,76.45,1594.24,40.9,20,1,1,Bank transfer,0.2821,1.47,No
CUST-11294,73,Female,71,Month-to-month,DSL,Yes,No,43.64,3063.65,127.21,13,2,0,Credit card,0.0125,19.51,No
CUST-11295,47,Female,15,Two year,DSL,Yes,No,43.61,775.61,61.48,16,1,0,Electronic check,0.1369,9.5,No
CUST-11296,33,Female,10,One year,Fiber optic,Yes,No,73.9,742.79,78.48,16,1,0,Electronic check,0.2827,-19.59,No
CUST-11297,57,Female,60,Two year,None,Yes,Yes,44.38,2508.95,93.13,17,0,1,Credit card,0.0809,-25.05,No
CUST-11298,48,Male,65,One year,Fiber optic,Yes,Yes,96.58,6516.36,79.5,22,1,0,Electronic check,0.5013,-8.87,No
CUST-11299,19,Male,7,One year,DSL,Yes,Yes,72.9,302.98,62.44,20,1,0,Electronic check,0.2531,1.48,No
CUST-11300,62,Male,44,Month-to-month,Fiber optic,Yes,No,74.31,3104.85,74.62,17,1,0,Electronic check,0.0693,-18.43,No
CUST-11301,41,Male,37,Two year,Cable,Yes,Yes,73.52,2663.78,60.36,15,0,1,Electronic check,0.11,-0.47,No
CUST-11302,58,Male,16,Two year,DSL,Yes,Yes,64.12,1136.06,62.74,23,2,0,Electronic check,0.1469,-18.12,No
CUST-11303,69,Male,38,Two year,DSL,No,No,49.32,1944.47,37.46,20,3,0,Bank transfer,0.4245,2.1,No
CUST-11304,53,Male,50,One year,Cable,Yes,Yes,70.67,3760.64,58.76,17,0,0,Mailed check,0.2706,4.61,No
CUST-11305,56,Male,42,One year,Cable,Yes,No,50.94,2260.41,36.13,22,3,1,Credit card,0.2027,22.45,No
CUST-11306,32,Female,38,Month-to-month,DSL,Yes,No,44.24,1701.65,64.88,18,5,0,Credit card,0.1177,0.41,Yes
CUST-11307,31,Female,64,Two year,DSL,Yes,No,56.8,3780.55,55.23,23,1,0,Electronic check,0.3224,-2.26,No
CUST-11308,42,Female,17,Month-to-month,None,No,Yes,33.49,535.64,77.04,10,2,0,Electronic check,0.0547,18.0,No
CUST-11309,67,Female,45,Month-to-month,None,Yes,No,45.39,2057.17,29.11,22,0,0,Mailed check,0.0871,9.84,No
CUST-11310,48,Female,23,Month-to-month,Cable,No,Yes,64.08,1415.29,42.72,23,3,0,Credit card,0.1069,2.51,No
CUST-11311,38,Male,71,One year,Cable,Yes,Yes,58.69,4296.03,42.91,23,0,1,Credit card,0.0897,-1.65,No
CUST-11312,63,Female,19,One year,Cable,Yes,Yes,58.97,1077.42,64.65,14,1,0,Bank transfer,0.1743,22.41,No
CUST-11313,67,Male,63,Month-to-month,None,Yes,Yes,35.86,2100.02,59.12,12,1,2,Bank transfer,0.1606,-6.79,No
CUST-11314,70,Male,46,Month-to-month,Fiber optic,Yes,Yes,84.49,3726.71,91.32,16,2,1,Bank transfer,0.1446,-15.73,No
CUST-11315,35,Male,16,Month-to-month,None,Yes,No,44.15,572.13,66.0,21,1,1,Electronic check,0.1405,-0.3,No
CUST-11316,59,Male,55,Month-to-month,Cable,Yes,No,55.27,3097.24,65.0,24,1,0,Credit card,0.1117,-1.8,Yes
CUST-11317,52,Male,18,Month-to-month,DSL,Yes,Yes,58.97,1041.26,39.68,17,1,2,Electronic check,0.0863,16.47,Yes
CUST-11318,44,Female,19,One year,DSL,Yes,Yes,61.24,1165.9,58.07,21,2,0,Bank transfer,0.1824,3.87,No
CUST-11319,41,Female,25,Month-to-month,Fiber optic,No,Yes,77.13,1974.58,32.97,24,3,1,Electronic check,0.0896,12.98,Yes
CUST-11320,24,Female,50,Month-to-month,Cable,Yes,No,55.56,2838.34,76.85,23,2,0,Credit card,0.07,-28.72,No
CUST-11321,33,Female,29,Month-to-month,Cable,Yes,Yes,70.04,1991.35,84.94,13,4,0,Credit card,0.1604,-2.01,Yes
CUST-11322,49,Female,41,Month-to-month,Fiber optic,Yes,Yes,78.49,3205.18,28.82,14,3,1,Bank transfer,0.4511,19.71,No
CUST-11323,69,Male,40,Two year,DSL,Yes,Yes,48.08,1867.4,66.07,18,1,1,Mailed check,0.3133,-10.95,No
CUST-11324,68,Female,15,Month-to-month,Fiber optic,Yes,No,79.58,1236.41,62.49,19,1,0,Electronic check,0.1748,-1.35,No
CUST-11325,28,Female,17,Month-to-month,DSL,Yes,Yes,61.21,1027.24,93.9,28,1,1,Mailed check,0.0731,12.07,No
CUST-11326,57,Male,23,One year,DSL,Yes,Yes,57.66,1219.49,41.01,18,3,0,Credit card,0.312,-4.06,No
CUST-11327,22,Male,17,Month-to-month,DSL,Yes,Yes,53.7,922.92,46.76,11,2,3,Mailed check,0.1695,11.39,Yes
CUST-11328,57,Female,67,Two year,Fiber optic,Yes,No,65.04,4437.83,71.34,24,1,1,Credit card,0.1479,-5.25,No
CUST-11329,37,Female,28,Two year,Fiber optic,Yes,Yes,68.88,2139.28,53.29,18,6,0,Bank transfer,0.1638,1.55,No
CUST-11330,44,Male,30,One year,Fiber optic,Yes,No,62.13,1722.03,54.55,16,3,0,Bank transfer,0.1079,10.05,No
CUST-11331,59,Female,49,Two year,DSL,Yes,No,43.44,1972.89,54.11,28,1,0,Credit card,0.012,-11.1,No
CUST-11332,42,Male,57,Month-to-month,None,No,No,24.11,1201.78,77.54,16,3,0,Credit card,0.1648,-7.77,No
CUST-11333,64,Male,50,Month-to-month,Cable,No,No,59.25,2885.78,92.27,17,1,0,Bank transfer,0.013,12.97,No
CUST-11334,48,Male,40,Month-to-month,Cable,No,No,54.18,2143.38,63.02,21,4,0,Credit card,0.0519,-7.45,No
CUST-11335,75,Male,71,Month-to-month,Fiber optic,No,Yes,64.56,4529.04,58.5,13,1,2,Bank transfer,0.0755,3.52,No
CUST-11336,55,Female,65,Month-to-month,Fiber optic,Yes,No,58.84,3651.21,80.95,23,3,3,Electronic check,0.0898,13.69,Yes
CUST-11337,35,Male,15,Month-to-month,Cable,Yes,No,51.58,945.11,69.96,18,3,0,Electronic check,0.1998,3.11,No
CUST-11338,62,Female,12,Month-to-month,DSL,Yes,No,60.12,497.1,68.81,12,2,1,Credit card,0.0453,5.27,Yes
CUST-11339,41,Male,29,Month-to-month,Fiber optic,Yes,No,74.65,2376.93,92.21,11,0,2,Credit card,0.0349,20.59,No
CUST-11340,48,Female,61,One year,DSL,Yes,No,48.74,3040.46,39.4,9,4,0,Credit card,0.1631,29.61,Yes
CUST-11341,25,Female,70,Month-to-month,Cable,Yes,No,57.88,4222.81,58.68,29,3,0,Bank transfer,0.2959,3.63,Yes
CUST-11342,24,Female,51,Month-to-month,Fiber optic,Yes,Yes,87.02,4318.49,41.46,18,2,0,Bank transfer,0.0017,-3.09,No
CUST-11343,51,Female,50,Month-to-month,Fiber optic,Yes,No,69.84,3449.02,52.13,23,0,0,Electronic check,0.2377,12.0,No
CUST-11344,28,Female,17,One year,DSL,Yes,No,65.86,1094.46,34.4,21,1,0,Electronic check,0.2462,-7.32,No
CUST-11345,75,Female,43,Month-to-month,Fiber optic,Yes,No,70.57,2980.34,55.92,21,5,0,Electronic check,0.1176,17.76,No
CUST-11346,67,Female,14,One year,DSL,Yes,Yes,52.48,763.57,73.88,19,2,2,Credit card,0.104,-4.57,Yes
CUST-11347,58,Female,39,Month-to-month,Cable,No,Yes,44.86,1779.79,5.0,15,2,1,Credit card,0.002,-3.08,No
CUST-11348,60,Male,14,Month-to-month,None,Yes,Yes,48.09,566.41,57.17,13,1,2,Mailed check,0.2424,-10.31,Yes
CUST-11349,52,Male,6,Two year,Fiber optic,Yes,Yes,77.53,692.46,62.84,21,1,0,Electronic check,0.1167,-8.19,No
CUST-11350,21,Male,70,Month-to-month,Fiber optic,Yes,Yes,72.44,4936.96,58.39,17,5,2,Credit card,0.2097,16.16,No
CUST-11351,40,Male,65,Month-to-month,DSL,Yes,Yes,63.84,4208.69,24.78,16,1,0,Bank transfer,0.404,6.11,No
CUST-11352,46,Male,50,Month-to-month,Fiber optic,Yes,Yes,80.89,4074.52,87.93,21,0,2,Electronic check,0.2914,1.37,No
CUST-11353,71,Male,46,Month-to-month,Cable,Yes,No,54.78,2553.29,87.62,13,1,0,Credit card,0.0195,26.6,No
CUST-11354,30,Female,18,Month-to-month,Cable,Yes,Yes,69.14,946.37,92.44,14,2,0,Mailed check,0.3829,3.42,Yes
CUST-11355,46,Male,42,Month-to-month,DSL,Yes,Yes,58.04,2415.25,51.6,18,1,0,Bank transfer,0.1086,1.79,No
CUST-11356,37,Female,54,Month-to-month,Cable,No,No,56.47,3027.87,69.14,18,3,1,Credit card,0.1683,-11.35,Yes
CUST-11357,25,Male,39,Two year,Fiber optic,Yes,Yes,79.63,3150.95,47.49,10,1,0,Electronic check,0.2991,-7.71,No
CUST-11358,23,Female,21,Month-to-month,DSL,Yes,No,47.32,834.09,39.26,15,1,0,Electronic check,0.1541,-9.23,Yes
CUST-11359,39,Male,29,Month-to-month,None,Yes,No,44.72,1335.64,38.0,14,1,2,Electronic check,0.1333,-6.23,No
CUST-11360,22,Male,61,Two year,Fiber optic,Yes,Yes,71.52,4461.14,69.82,27,3,0,Electronic check,0.0661,-3.62,No
CUST-11361,21,Male,19,Month-to-month,Fiber optic,Yes,Yes,69.15,1393.86,85.06,16,1,0,Credit card,0.1107,-1.42,No
CUST-11362,38,Female,70,Two year,Cable,Yes,Yes,62.81,4401.86,95.87,18,3,1,Electronic check,0.2458,10.39,No
CUST-11363,29,Male,55,Month-to-month,DSL,Yes,Yes,46.51,2700.95,63.81,20,2,1,Credit card,0.2727,1.7,No
CUST-11364,50,Female,65,One year,Fiber optic,Yes,No,59.24,3958.62,48.63,14,0,0,Mailed check,0.1338,23.46,No
CUST-11365,19,Male,37,Two year,Fiber optic,Yes,Yes,77.33,2777.76,62.68,22,3,0,Credit card,0.1091,9.56,No
CUST-11366,35,Female,17,Month-to-month,DSL,Yes,Yes,59.42,1034.19,88.31,21,2,2,Electronic check,0.0624,-6.48,Yes
CUST-11367,44,Male,3,One year,DSL,Yes,No,48.15,263.99,103.94,18,1,0,Electronic check,0.2165,7.43,Yes
CUST-11368,73,Female,39,One year,DSL,Yes,Yes,62.53,2635.47,93.25,14,5,0,Bank transfer,0.1379,3.81,No
CUST-11369,54,Male,29,Two year,Fiber optic,No,Yes,67.73,1890.54,90.89,22,2,0,Electronic check,0.4086,18.76,Yes
CUST-11370,69,Male,9,Month-to-month,Fiber optic,Yes,No,56.71,407.46,97.68,20,2,1,Bank transfer,0.098,11.86,No
CUST-11371,37,Male,67,Month-to-month,DSL,Yes,Yes,64.23,4180.36,66.77,12,1,0,Bank transfer,0.1807,2.81,No
CUST-11372,44,Male,70,Month-to-month,Cable,Yes,No,57.42,3865.86,71.76,17,3,1,Credit card,0.0166,22.98,No
