Customer_ID,Age,Gender,Account_Age_Months,Contract_Type,Internet_Service,Phone_Service,Streaming_Service,Monthly_Charges,Total_Charges,Monthly_Usage_GB,Number_of_Sessions,Support_Calls,Complaints,Payment_Method,Payment_Delay_Rate,Usage_Change_Percentage,Churn,Customer_Lifetime_Months,Average_Monthly_Spend,Support_Calls_Per_Month,Service_Count
CUST-10769,39,Male,5,One year,Cable,Yes,Yes,68.49,475.99,94.16,20,1,0,Electronic check,0.1766,-1.15,No,5,95.19800000000001,0.2,3
CUST-10770,55,Female,48,Month-to-month,Fiber optic,Yes,No,30.01,1319.45,35.47,14,1,0,Electronic check,0.1706,11.3,No,48,27.488541666666666,0.020833333333333332,2
CUST-10771,75,Female,26,Month-to-month,Fiber optic,Yes,No,65.01,1640.47,38.95,24,1,0,Mailed check,0.0946,9.36,No,26,63.095,0.038461538461538464,2
CUST-10772,18,Female,58,Month-to-month,Cable,Yes,Yes,62.99,3526.88,66.83,19,2,0,Electronic check,0.1346,16.51,No,58,60.80827586206897,0.034482758620689655,3
CUST-10773,59,Female,22,One year,Fiber optic,No,Yes,65.05,1525.81,79.05,21,4,0,Credit card,0.0191,-5.93,No,22,69.355,0.18181818181818182,2
CUST-10774,67,Female,27,Month-to-month,DSL,Yes,No,43.7,1056.19,85.9,19,3,2,Electronic check,0.0465,-8.16,No,27,39.11814814814815,0.1111111111111111,2
CUST-10775,73,Female,16,Month-to-month,Cable,No,No,41.04,567.28,45.99,19,3,0,Bank transfer,0.0793,-2.67,Yes,16,35.455,0.1875,1
CUST-10776,42,Male,20,Two year,Fiber optic,Yes,No,73.3,1427.9,63.21,15,2,0,Electronic check,0.1798,3.36,No,20,71.39500000000001,0.1,2
CUST-10777,24,Female,51,Month-to-month,Fiber optic,Yes,Yes,47.1,2416.83,45.36,17,1,0,Credit card,0.2234,8.32,No,51,47.388823529411766,0.0196078431372549,3
CUST-10778,33,Male,34,One year,DSL,Yes,No,47.04,1552.88,40.84,20,3,0,Credit card,0.0925,-5.52,No,34,45.672941176470594,0.08823529411764706,2
CUST-10779,67,Male,48,Month-to-month,DSL,Yes,No,55.28,2653.99,74.75,17,4,2,Electronic check,0.1424,4.4,No,48,55.29145833333333,0.08333333333333333,2
CUST-10780,68,Female,6,Month-to-month,Fiber optic,Yes,No,80.34,251.52,63.24,10,3,0,Electronic check,0.0483,-0.19,Yes,6,41.92,0.5,2
CUST-10781,54,Male,39,One year,DSL,Yes,Yes,54.04,2189.08,75.93,19,1,0,Bank transfer,0.1536,-1.19,No,39,56.13025641025641,0.02564102564102564,3
CUST-10782,25,Male,34,Month-to-month,DSL,No,Yes,52.47,1822.22,51.28,26,2,1,Bank transfer,0.0795,1.9,No,34,53.59470588235294,0.058823529411764705,2
CUST-10783,25,Male,66,Month-to-month,Fiber optic,Yes,No,71.48,4725.42,81.07,26,2,0,Credit card,0.4098,20.01,Yes,66,71.59727272727272,0.030303030303030304,2
CUST-10784,45,Male,31,Two year,DSL,Yes,No,45.51,1111.31,37.94,14,4,0,Bank transfer,0.1094,11.49,No,31,35.84870967741935,0.12903225806451613,2
CUST-10785,52,Female,8,Two year,Fiber optic,Yes,No,60.89,490.89,54.07,20,3,1,Mailed check,0.4324,14.59,No,8,61.36125,0.375,2
CUST-10786,19,Female,51,One year,Fiber optic,Yes,No,53.15,2628.07,38.44,21,1,1,Electronic check,0.1095,6.35,No,51,51.53078431372549,0.0196078431372549,2
CUST-10787,57,Male,11,Month-to-month,Fiber optic,Yes,Yes,81.4,817.98,71.83,17,2,0,Credit card,0.1462,23.13,No,11,74.36181818181818,0.18181818181818182,3
CUST-10788,49,Male,66,Month-to-month,DSL,No,No,42.21,2783.36,108.5,18,1,0,Mailed check,0.0222,12.68,Yes,66,42.17212121212121,0.015151515151515152,1
CUST-10789,18,Male,28,Month-to-month,Cable,Yes,No,60.28,1831.55,73.85,18,1,1,Credit card,0.0504,-15.11,No,28,65.4125,0.03571428571428571,2
CUST-10790,23,Male,57,Two year,Cable,Yes,No,74.98,4494.46,62.56,17,1,0,Mailed check,0.1071,10.73,No,57,78.8501754385965,0.017543859649122806,2
CUST-10791,44,Female,48,Two year,Cable,Yes,No,56.48,2855.28,60.26,16,0,0,Bank transfer,0.2889,6.06,No,48,59.48500000000001,0.0,2
CUST-10792,59,Female,34,Month-to-month,Fiber optic,No,No,28.34,947.72,51.08,17,1,1,Credit card,0.0551,9.47,No,34,27.874117647058824,0.029411764705882353,1
CUST-10793,65,Female,43,Two year,Fiber optic,Yes,Yes,79.42,3609.29,91.52,22,0,2,Electronic check,0.1499,-16.0,No,43,83.93697674418604,0.0,3
CUST-10794,43,Male,14,Month-to-month,DSL,Yes,No,57.64,984.55,74.89,17,0,1,Electronic check,0.1834,-15.56,No,14,70.325,0.0,2
CUST-10795,35,Female,6,Month-to-month,Cable,Yes,No,59.89,368.11,24.84,18,1,1,Bank transfer,0.1685,0.86,No,6,61.35166666666667,0.16666666666666666,2
CUST-10796,74,Female,56,Month-to-month,Fiber optic,Yes,Yes,68.14,3593.31,91.12,20,1,1,Mailed check,0.131,-19.07,No,56,64.16625,0.017857142857142856,3
CUST-10797,44,Female,70,Month-to-month,Cable,Yes,No,45.64,3092.84,44.11,21,1,0,Mailed check,0.0522,10.44,No,70,44.18342857142857,0.014285714285714285,2
CUST-10798,36,Male,63,Two year,Fiber optic,Yes,Yes,86.24,5172.22,49.26,19,2,0,Bank transfer,0.2657,3.77,No,63,82.09873015873016,0.031746031746031744,3
CUST-10799,43,Male,22,Two year,Fiber optic,Yes,Yes,46.73,971.78,74.65,17,1,0,Credit card,0.1832,25.37,No,22,44.17181818181818,0.045454545454545456,3
CUST-10800,18,Female,26,Month-to-month,Cable,Yes,No,55.67,1456.14,50.64,16,1,0,Credit card,0.0305,6.49,No,26,56.00538461538462,0.038461538461538464,2
CUST-10801,35,Male,26,Month-to-month,DSL,No,No,36.46,742.72,118.83,19,1,1,Credit card,0.0254,10.33,No,26,28.566153846153846,0.038461538461538464,1
CUST-10802,47,Male,51,One year,DSL,No,No,54.23,2872.69,59.28,21,2,0,Electronic check,0.0441,8.95,No,51,56.327254901960785,0.0392156862745098,1
CUST-10803,71,Other,45,Month-to-month,Fiber optic,Yes,No,37.62,1714.77,80.2,24,1,0,Bank transfer,0.0367,2.94,No,45,38.106,0.022222222222222223,2
CUST-10804,60,Female,58,Month-to-month,Cable,Yes,No,61.65,3355.8,27.93,20,0,1,Bank transfer,0.0127,3.41,No,58,57.858620689655176,0.0,2
CUST-10805,63,Male,69,One year,Cable,No,Yes,64.72,4491.6,50.21,12,2,1,Credit card,0.003,1.32,No,69,65.09565217391305,0.028985507246376812,2
CUST-10806,49,Male,29,Month-to-month,Cable,Yes,No,61.0,1555.11,61.86,15,3,1,Bank transfer,0.0115,-26.64,Yes,29,53.62448275862069,0.10344827586206896,2
CUST-10807,24,Male,48,Month-to-month,Fiber optic,No,No,58.88,3076.35,88.92,21,4,0,Credit card,0.0613,15.47,No,48,64.090625,0.08333333333333333,1
CUST-10808,40,Female,37,Month-to-month,Fiber optic,Yes,No,68.59,2384.12,39.17,12,1,0,Mailed check,0.0578,15.59,No,37,64.43567567567567,0.02702702702702703,2
CUST-10809,75,Male,69,Two year,Fiber optic,Yes,No,74.53,5029.05,93.79,21,6,0,Bank transfer,0.037,12.37,No,69,72.88478260869566,0.08695652173913043,2
CUST-10810,20,Female,26,Month-to-month,Cable,Yes,Yes,73.21,1849.66,68.06,14,4,0,Credit card,0.0649,3.07,No,26,71.14076923076924,0.15384615384615385,3
CUST-10811,68,Female,14,One year,DSL,No,Yes,58.4,831.11,72.86,12,3,1,Bank transfer,0.1402,0.38,No,14,59.365,0.21428571428571427,2
CUST-10812,57,Female,28,Month-to-month,Fiber optic,Yes,No,64.42,1753.85,47.11,28,1,0,Credit card,0.0164,-11.61,No,28,62.637499999999996,0.03571428571428571,2
CUST-10813,34,Female,45,One year,Fiber optic,Yes,No,37.28,1487.91,41.84,13,4,0,Bank transfer,0.2272,-13.03,No,45,33.06466666666667,0.08888888888888889,2
CUST-10814,63,Male,69,Month-to-month,Fiber optic,Yes,Yes,73.36,5070.91,12.74,11,3,0,Mailed check,0.1919,-5.13,No,69,73.49144927536231,0.043478260869565216,3
CUST-10815,66,Male,60,Month-to-month,Cable,No,Yes,58.16,3418.63,72.19,19,3,0,Credit card,0.0141,4.44,No,60,56.97716666666667,0.05,2
CUST-10816,20,Female,2,One year,DSL,Yes,Yes,57.21,57.8244,80.05,16,2,0,Credit card,0.0313,6.48,No,2,28.9122,1.0,3
CUST-10817,24,Male,37,One year,DSL,No,No,41.94,1742.32,56.31,16,3,0,Electronic check,0.1406,-4.18,No,37,47.089729729729726,0.08108108108108109,1
CUST-10818,56,Male,12,Month-to-month,Fiber optic,Yes,Yes,85.46,976.14,27.0,14,0,0,Bank transfer,0.4553,-13.64,No,12,81.345,0.0,3
CUST-10819,75,Male,27,Month-to-month,Cable,Yes,No,52.05,1363.87,51.65,23,2,1,Mailed check,0.1011,-6.0,Yes,27,50.5137037037037,0.07407407407407407,2
CUST-10820,19,Male,68,Two year,Cable,Yes,No,71.73,4894.83,73.95,14,2,0,Mailed check,0.3169,0.57,No,68,71.98279411764706,0.029411764705882353,2
CUST-10821,56,Male,71,Month-to-month,Fiber optic,Yes,Yes,87.74,5646.354800000002,69.42,24,0,0,Mailed check,0.3293,-16.74,No,71,79.526123943662,0.0,3
CUST-10822,25,Female,12,Month-to-month,DSL,Yes,No,38.71,496.01,81.13,16,1,2,Credit card,0.1102,4.2,Yes,12,41.33416666666667,0.08333333333333333,2
CUST-10823,55,Female,11,Month-to-month,DSL,Yes,No,52.15,288.78,26.18,17,1,0,Credit card,0.0243,21.35,No,11,26.25272727272727,0.09090909090909091,2
CUST-10824,54,Female,51,Month-to-month,Fiber optic,Yes,Yes,70.84,3575.2,55.28,15,2,0,Electronic check,0.2943,-7.64,No,51,70.10196078431372,0.0392156862745098,3
CUST-10825,23,Female,30,One year,DSL,Yes,Yes,61.42,1794.66,62.6,12,3,3,Credit card,0.0849,27.43,Yes,30,59.822,0.1,3
CUST-10826,57,Male,32,One year,DSL,Yes,Yes,48.94,1420.85,80.2,15,3,0,Bank transfer,0.1438,-6.45,No,32,44.4015625,0.09375,3
CUST-10827,70,Female,63,Month-to-month,Cable,Yes,No,66.03,4004.93,50.52,13,1,0,Mailed check,0.2573,-0.67,No,63,63.570317460317455,0.015873015873015872,2
CUST-10828,68,Female,67,One year,Cable,Yes,No,66.36,4577.52,77.84,18,4,1,Electronic check,0.2344,7.8,No,67,68.32119402985076,0.05970149253731343,2
CUST-10829,19,Male,65,Month-to-month,Fiber optic,No,No,58.62,3824.66,42.21,21,2,0,Mailed check,0.0074,1.44,No,65,58.840923076923076,0.03076923076923077,1
CUST-10830,32,Female,57,One year,Cable,Yes,No,59.13,3304.04,70.21,16,1,2,Bank transfer,0.0421,-18.34,No,57,57.96561403508772,0.017543859649122806,2
CUST-10831,31,Male,71,Month-to-month,Fiber optic,Yes,No,60.98,4368.58,57.96,24,2,0,Electronic check,0.094,5.0,No,71,61.529295774647885,0.028169014084507043,2
CUST-10832,44,Male,52,Month-to-month,Fiber optic,Yes,Yes,41.01,2277.32,56.56,23,3,0,Bank transfer,0.2813,2.93,No,52,43.79461538461539,0.057692307692307696,3
CUST-10833,26,Male,64,One year,DSL,Yes,Yes,57.75,3757.28,120.93070000000002,15,2,0,Credit card,0.1868,-1.15,No,64,58.7075,0.03125,3
CUST-10834,67,Male,39,Month-to-month,Fiber optic,Yes,No,58.88,2458.42,57.01,22,1,1,Credit card,0.1102,2.86,No,39,63.03641025641026,0.02564102564102564,2
CUST-10835,63,Male,4,Month-to-month,Cable,Yes,No,69.29,307.98,54.85,15,3,0,Credit card,0.0068,7.31,Yes,4,76.995,0.75,2
CUST-10836,64,Female,59,Month-to-month,Fiber optic,Yes,No,70.81,4259.05,30.81,16,2,1,Bank transfer,0.1325,-8.64,No,59,72.18728813559322,0.03389830508474576,2
CUST-10837,29,Female,67,One year,Cable,Yes,No,66.56,4431.63,88.76,19,3,0,Electronic check,0.3145,8.43,No,67,66.14373134328359,0.04477611940298507,2
CUST-10838,18,Male,23,Month-to-month,Fiber optic,No,Yes,35.57,961.89,51.95,12,1,2,Mailed check,0.0758,-5.31,No,23,41.821304347826086,0.043478260869565216,2
CUST-10839,70,Female,31,One year,Cable,No,Yes,53.95,1874.67,64.23,16,2,1,Mailed check,0.2504,20.42,Yes,31,60.473225806451616,0.06451612903225806,2
CUST-10840,34,Male,42,One year,DSL,Yes,No,50.53,2144.9,44.74,15,3,3,Credit card,0.1835,14.48,No,42,51.06904761904762,0.07142857142857142,2
CUST-10841,56,Female,47,One year,DSL,Yes,No,56.5,2500.99,74.98,19,2,0,Electronic check,0.0845,-9.96,No,47,53.212553191489356,0.0425531914893617,2
CUST-10842,70,Male,49,Month-to-month,DSL,Yes,No,45.1,2224.73,87.38,15,1,0,Credit card,0.0685,16.76,Yes,49,45.40265306122449,0.02040816326530612,2
CUST-10843,20,Male,29,One year,Fiber optic,Yes,Yes,80.63,2327.25,96.41,17,1,0,Electronic check,0.0751,6.89,No,29,80.25,0.034482758620689655,3
CUST-10844,18,Female,62,Month-to-month,Fiber optic,Yes,No,31.7,2046.29,62.2,19,0,1,Mailed check,0.1503,8.36,No,62,33.00467741935484,0.0,2
CUST-10845,18,Female,59,Two year,Fiber optic,Yes,Yes,63.88,3726.57,50.76,17,2,0,Electronic check,0.1206,-0.18,No,59,63.16220338983051,0.03389830508474576,3
CUST-10846,27,Female,68,One year,Fiber optic,Yes,Yes,76.3,5200.83,49.19,9,2,1,Electronic check,0.2287,-2.11,No,68,76.48279411764706,0.029411764705882353,3
CUST-10847,20,Female,42,Month-to-month,Fiber optic,Yes,No,70.73,3042.35,65.42,21,1,0,Electronic check,0.2436,-1.25,No,42,72.43690476190476,0.023809523809523808,2
CUST-10848,65,Female,6,One year,Fiber optic,Yes,No,35.84,136.43,71.09,13,2,2,Credit card,0.1986,-9.44,No,6,22.738333333333333,0.3333333333333333,2
CUST-10849,53,Male,61,Month-to-month,Fiber optic,Yes,No,33.82,2101.39,78.06,11,4,0,Credit card,0.2687,-20.45,No,61,34.44901639344262,0.06557377049180328,2
CUST-10850,74,Male,6,Month-to-month,Fiber optic,Yes,Yes,79.47,505.04,44.68,22,3,0,Credit card,0.0051,-5.65,No,6,84.17333333333333,0.5,3
CUST-10851,64,Male,14,Month-to-month,Fiber optic,Yes,Yes,74.29,774.15,68.23,19,3,0,Bank transfer,0.0951,-5.71,No,14,55.29642857142857,0.21428571428571427,3
CUST-10852,73,Male,21,One year,Cable,Yes,No,61.29,1270.2,40.54,24,0,0,Mailed check,0.0006,-11.08,No,21,60.48571428571429,0.0,2
CUST-10853,31,Male,14,One year,DSL,Yes,No,46.68,476.68,61.89,16,2,0,Bank transfer,0.2453,8.98,No,14,34.04857142857143,0.14285714285714285,2
CUST-10854,34,Female,53,Two year,Fiber optic,Yes,No,41.53,2367.37,98.49,21,2,2,Electronic check,0.1703,4.93,No,53,44.66735849056604,0.03773584905660377,2
CUST-10855,67,Male,32,Month-to-month,Fiber optic,Yes,Yes,35.09,1050.48,59.53,23,1,0,Credit card,0.0035,-5.11,No,32,32.8275,0.03125,3
CUST-10856,32,Female,16,One year,Cable,Yes,No,58.39,879.11,43.77,17,2,0,Bank transfer,0.2485,-1.74,No,16,54.944375,0.125,2
CUST-10857,21,Male,1,One year,Fiber optic,Yes,Yes,82.21,177.83,73.41,21,0,3,Bank transfer,0.0427,4.68,No,1,177.83,0.0,3
CUST-10858,56,Female,16,One year,Cable,Yes,Yes,75.51,920.59,86.47,19,1,1,Bank transfer,0.0271,-6.72,No,16,57.536875,0.0625,3
CUST-10859,64,Female,50,Month-to-month,Fiber optic,Yes,No,32.03,1460.04,46.55,18,2,0,Credit card,0.5847,-28.65,No,50,29.2008,0.04,2
CUST-10860,74,Male,58,Month-to-month,Fiber optic,Yes,Yes,86.96,5196.42,32.48,15,0,0,Electronic check,0.1185,16.36,No,58,89.59344827586207,0.0,3
CUST-10861,71,Male,22,One year,Cable,Yes,No,60.81,1330.19,45.51,16,3,0,Bank transfer,0.084,0.62,Yes,22,60.46318181818182,0.13636363636363635,2
CUST-10862,24,Female,6,Month-to-month,DSL,Yes,No,61.84,193.34,54.45,25,4,0,Bank transfer,0.3524,5.24,Yes,6,32.223333333333336,0.6666666666666666,2
CUST-10863,62,Female,41,Month-to-month,Fiber optic,Yes,Yes,34.45,1318.99,101.44,15,2,0,Credit card,0.0012,4.06,No,41,32.17048780487805,0.04878048780487805,3
CUST-10864,67,Male,57,Month-to-month,Cable,Yes,Yes,68.39,3735.9,31.3,20,1,0,Electronic check,0.1137,-15.32,No,57,65.5421052631579,0.017543859649122806,3
CUST-10865,58,Male,6,Month-to-month,Fiber optic,Yes,No,69.47,335.53,24.34,25,1,1,Electronic check,0.3759,-6.24,Yes,6,55.92166666666666,0.16666666666666666,2
CUST-10866,65,Female,58,Month-to-month,DSL,Yes,No,50.86,2903.15,71.53,20,2,0,Electronic check,0.0886,1.84,No,58,50.054310344827584,0.034482758620689655,2
CUST-10867,66,Female,13,Month-to-month,Fiber optic,Yes,No,75.82,1194.87,47.92,20,1,1,Bank transfer,0.2771,-0.39,No,13,91.91307692307691,0.07692307692307693,2
CUST-10868,43,Male,19,One year,DSL,Yes,Yes,68.48,1169.24,41.21,21,0,0,Electronic check,0.1712,-11.61,Yes,19,61.538947368421056,0.0,3
CUST-10869,20,Male,45,Two year,Fiber optic,No,No,30.02,1182.95,80.59,16,2,1,Credit card,0.1964,6.11,No,45,26.28777777777778,0.044444444444444446,1
CUST-10870,44,Female,4,Month-to-month,Fiber optic,Yes,No,58.48,197.8,67.19,26,1,0,Electronic check,0.1497,8.83,No,4,49.45,0.25,2
CUST-10871,29,Male,23,Month-to-month,Fiber optic,Yes,Yes,42.06,970.07,89.13,13,2,0,Bank transfer,0.063,-2.57,Yes,23,42.176956521739136,0.08695652173913043,3
CUST-10872,24,Female,10,Two year,Fiber optic,Yes,Yes,89.99160000000003,966.24,82.63,16,1,0,Bank transfer,0.433,14.03,No,10,96.624,0.1,3
CUST-10873,25,Male,16,Month-to-month,Cable,Yes,No,51.03,807.97,36.0,15,4,0,Bank transfer,0.1441,8.39,Yes,16,50.498125,0.25,2
CUST-10874,58,Female,56,Two year,Fiber optic,Yes,Yes,45.97,2767.53,24.7,18,0,2,Credit card,0.319,6.64,No,56,49.42017857142857,0.0,3
CUST-10875,47,Male,17,One year,Cable,Yes,Yes,71.81,1086.59,91.86,25,2,0,Credit card,0.2686,-3.99,No,17,63.91705882352941,0.11764705882352941,3
CUST-10876,49,Male,4,Month-to-month,Cable,No,No,56.69,201.68,62.02,18,4,0,Credit card,0.3634,-0.04,Yes,4,50.42,1.0,1
CUST-10877,61,Female,16,Month-to-month,Fiber optic,No,Yes,32.48,688.35,120.93070000000002,17,2,2,Bank transfer,0.169,12.0,Yes,16,43.021875,0.125,2
CUST-10878,49,Male,7,Month-to-month,DSL,Yes,No,59.81,625.31,88.21,19,1,1,Bank transfer,0.1038,-15.39,No,7,89.33,0.14285714285714285,2
CUST-10879,54,Female,45,One year,Cable,Yes,No,66.26,3022.17,97.91,15,2,1,Electronic check,0.0419,-14.61,No,45,67.15933333333334,0.044444444444444446,2
CUST-10880,22,Male,71,Month-to-month,Fiber optic,Yes,No,72.78,4949.91,42.34,21,2,0,Bank transfer,0.0709,-2.89,No,71,69.71704225352113,0.028169014084507043,2
CUST-10881,67,Female,13,Two year,DSL,Yes,Yes,52.3,774.24,62.99,18,2,1,Mailed check,0.0035,1.76,No,13,59.55692307692308,0.15384615384615385,3
CUST-10882,44,Female,53,One year,Fiber optic,Yes,Yes,74.78,4064.73,84.41,20,3,1,Electronic check,0.0795,0.83,No,53,76.69301886792452,0.05660377358490566,3
CUST-10883,27,Female,27,Two year,Cable,Yes,No,53.05,1475.08,62.98,25,1,0,Electronic check,0.1196,8.26,No,27,54.63259259259259,0.037037037037037035,2
CUST-10884,65,Male,6,Two year,Cable,Yes,No,55.98,285.36,66.34,22,3,1,Credit card,0.0084,4.9,No,6,47.56,0.5,2
CUST-10885,60,Female,50,Month-to-month,DSL,Yes,Yes,68.31,3329.63,70.84,20,5,2,Bank transfer,0.1115,2.25,No,50,66.5926,0.1,3
CUST-10886,21,Female,16,Month-to-month,Fiber optic,Yes,Yes,46.72,859.43,47.63,15,2,0,Mailed check,0.0568,-1.62,No,16,53.714375,0.125,3
CUST-10887,29,Female,37,Two year,Fiber optic,Yes,No,74.02,2789.34,43.8,16,2,1,Electronic check,0.2549,11.8,No,37,75.38756756756757,0.05405405405405406,2
CUST-10888,18,Male,37,Month-to-month,Fiber optic,Yes,Yes,45.77,1826.62,60.6,15,1,0,Mailed check,0.037,16.4,No,37,49.3681081081081,0.02702702702702703,3
CUST-10889,33,Male,44,Month-to-month,Fiber optic,Yes,No,80.33,3503.79,55.05,24,2,0,Credit card,0.1593,-1.55,Yes,44,79.6315909090909,0.045454545454545456,2
CUST-10890,23,Male,10,Month-to-month,Fiber optic,Yes,No,58.72,644.93,43.94,22,1,0,Credit card,0.2517,6.67,No,10,64.493,0.1,2
CUST-10891,59,Female,19,Month-to-month,DSL,Yes,Yes,32.23,487.32,61.96,20,3,1,Bank transfer,0.1514,-1.09,No,19,25.64842105263158,0.15789473684210525,3
CUST-10892,48,Female,54,Two year,Fiber optic,Yes,No,69.31,3929.79,33.66,17,0,3,Electronic check,0.3469,-12.52,No,54,72.77388888888889,0.0,2
CUST-10893,74,Male,68,Month-to-month,Cable,Yes,No,57.48,4124.6,83.3,17,0,0,Electronic check,0.2179,-18.01,Yes,68,60.655882352941184,0.0,2
CUST-10894,61,Female,1,One year,Cable,Yes,No,57.27,57.8244,79.15,18,2,0,Credit card,0.312,16.11,No,1,57.8244,2.0,2
CUST-10895,53,Female,30,Two year,Cable,Yes,No,52.74,1367.71,81.41,18,2,1,Electronic check,0.1637,11.6,No,30,45.590333333333334,0.06666666666666667,2
CUST-10896,47,Male,64,Month-to-month,Fiber optic,Yes,Yes,69.44,4591.22,44.87,21,4,0,Electronic check,0.0832,6.83,No,64,71.7378125,0.0625,3
CUST-10897,21,Male,21,One year,Fiber optic,Yes,No,68.82,1694.69,41.83,28,1,2,Electronic check,0.1718,13.98,No,21,80.69952380952381,0.047619047619047616,2
CUST-10898,22,Female,33,Month-to-month,Fiber optic,Yes,Yes,75.99,2468.04,96.71,22,3,1,Mailed check,0.0942,-7.61,No,33,74.7890909090909,0.09090909090909091,3
CUST-10899,53,Female,66,Month-to-month,DSL,Yes,Yes,60.22,3933.12,60.3,20,1,2,Electronic check,0.0521,12.69,No,66,59.592727272727274,0.015151515151515152,3
CUST-10900,18,Male,70,Month-to-month,Fiber optic,Yes,No,74.41,5167.95,78.68,17,1,1,Bank transfer,0.1581,6.18,No,70,73.82785714285714,0.014285714285714285,2
CUST-10901,20,Female,48,Month-to-month,Fiber optic,Yes,Yes,86.78,4132.1,37.34,15,0,0,Credit card,0.0799,-3.17,No,48,86.08541666666667,0.0,3
CUST-10902,30,Female,50,Month-to-month,Cable,Yes,No,63.35,3300.98,58.14,24,3,1,Mailed check,0.0505,-25.65,No,50,66.0196,0.06,2
CUST-10903,69,Female,45,Month-to-month,Fiber optic,Yes,Yes,44.43,2060.53,93.6,12,3,2,Credit card,0.2745,-15.16,Yes,45,45.78955555555556,0.06666666666666667,3
CUST-10904,44,Female,21,Month-to-month,Cable,Yes,Yes,69.79,1337.24,68.21,16,1,0,Bank transfer,0.2574,22.64,No,21,63.67809523809524,0.047619047619047616,3
CUST-10905,59,Female,64,Month-to-month,Fiber optic,Yes,No,61.4,3896.52,59.0,20,1,0,Electronic check,0.2757,22.22,No,64,60.883125,0.015625,2
CUST-10906,41,Female,3,One year,DSL,Yes,Yes,52.74,194.44,78.59,18,4,0,Electronic check,0.2648,-15.02,No,3,64.81333333333333,1.3333333333333333,3
CUST-10907,28,Male,5,Month-to-month,Fiber optic,Yes,Yes,89.99160000000003,377.05,72.58,22,1,0,Electronic check,0.1567,-21.96,Yes,5,75.41,0.2,3
CUST-10908,39,Female,44,One year,Fiber optic,Yes,Yes,85.92,3833.43,115.03,14,0,0,Bank transfer,0.3428,17.64,No,44,87.12340909090909,0.0,3
CUST-10909,23,Male,61,Two year,DSL,Yes,No,39.39,2417.72,65.98,18,2,0,Bank transfer,0.167,1.03,No,61,39.63475409836065,0.03278688524590164,2
CUST-10910,62,Female,59,One year,Fiber optic,Yes,No,30.76,1948.59,80.54,23,2,1,Bank transfer,0.0994,-6.65,No,59,33.02694915254237,0.03389830508474576,2
CUST-10911,28,Male,49,One year,DSL,Yes,No,62.6,3157.94,61.76,19,2,0,Bank transfer,0.1604,-12.81,No,49,64.44775510204082,0.04081632653061224,2
CUST-10912,39,Female,28,One year,Fiber optic,Yes,No,64.27,1745.4,41.27,20,1,0,Credit card,0.0306,-12.9,No,28,62.33571428571429,0.03571428571428571,2
CUST-10913,74,Male,26,One year,DSL,Yes,No,36.73,960.01,75.12,18,2,0,Electronic check,0.0607,17.65,No,26,36.92346153846154,0.07692307692307693,2
CUST-10914,52,Male,31,Two year,Fiber optic,Yes,Yes,41.08,1181.61,29.81,25,4,0,Mailed check,0.2041,4.99,No,31,38.11645161290322,0.12903225806451613,3
CUST-10915,44,Male,19,Two year,Fiber optic,Yes,Yes,75.26,1677.7,88.68,26,1,1,Credit card,0.1778,-19.51,No,19,88.3,0.05263157894736842,3
CUST-10916,49,Female,31,Month-to-month,Cable,Yes,No,65.72,2118.89,33.4,22,0,1,Electronic check,0.1215,-6.42,No,31,68.35129032258064,0.0,2
CUST-10917,63,Female,8,One year,Fiber optic,Yes,Yes,84.78,511.02,43.75,20,0,0,Bank transfer,0.3169,20.99,No,8,63.8775,0.0,3
CUST-10918,32,Male,24,One year,Fiber optic,Yes,No,66.49,1567.53,41.75,21,1,1,Mailed check,0.0297,5.62,No,24,65.31375,0.041666666666666664,2
CUST-10919,54,Female,68,Month-to-month,Cable,Yes,Yes,66.45,4323.34,79.9,16,2,0,Mailed check,0.0575,-14.76,No,68,63.578529411764706,0.029411764705882353,3
CUST-10920,68,Female,51,Month-to-month,Fiber optic,Yes,No,71.97,3619.65,38.13,12,1,0,Bank transfer,0.0616,-5.8,No,51,70.9735294117647,0.0196078431372549,2
CUST-10921,51,Male,11,One year,Cable,Yes,Yes,72.02,801.47,77.23,11,0,1,Electronic check,0.1666,0.69,No,11,72.86090909090909,0.0,3
CUST-10922,43,Female,21,One year,Fiber optic,Yes,No,67.36,1518.0,48.83,28,1,0,Mailed check,0.3435,13.39,Yes,21,72.28571428571429,0.047619047619047616,2
CUST-10923,26,Male,19,Month-to-month,DSL,Yes,No,52.03,1108.97,62.19,21,1,2,Credit card,0.1436,0.82,Yes,19,58.36684210526316,0.05263157894736842,2
CUST-10924,32,Male,21,Month-to-month,DSL,Yes,Yes,69.0,1284.57,52.12,18,2,0,Credit card,0.2406,18.53,No,21,61.169999999999995,0.09523809523809523,3
CUST-10925,72,Female,50,Month-to-month,Cable,No,Yes,57.97,2919.7,120.85,19,4,1,Electronic check,0.3313,5.15,No,50,58.394,0.08,2
CUST-10926,49,Male,65,Month-to-month,Cable,Yes,No,58.97,3871.64,25.07,17,0,0,Credit card,0.6346,-25.5,No,65,59.56369230769231,0.0,2
CUST-10927,35,Female,52,Two year,Cable,Yes,Yes,71.27,3716.06,76.75,26,4,0,Bank transfer,0.0218,8.42,No,52,71.46269230769231,0.07692307692307693,3
